DEPARTURES_PERFORMED_sum,SEATS_sum,PASSENGERS_sum,occupancy_total,orig_code,orig_name,orig_city,ORIGIN_STATE_ABR,orig_lat,orig_lon,dest_code,dest_name,dest_city,DEST_STATE_ABR,dest_lat,dest_lon,occupancy_med,occupancy_mean,DISTANCE_mean,RAMP_TO_RAMP_mean,AIR_TIME_mean
29.0,4624.0,4039.0,0.87348615917,EUG,Mahlon Sweet Field,Eugene,OR,44.12459945678711,-123.21199798583984,OAK,Metropolitan Oakland International Airport,Oakland,CA,37.72129821777344,-122.22100067138672,0.869963369963,0.854238443395,445.0,474.0,391.2
484.0,33688.0,27676.0,0.821538826882,EUG,Mahlon Sweet Field,Eugene,OR,44.12459945678711,-123.21199798583984,SFO,San Francisco International Airport,San Francisco,CA,37.61899948120117,-122.375,0.82085106383,0.791816038634,451.0,4101.09090909,3214.90909091
91.0,6916.0,4700.0,0.67958357432,EUG,Mahlon Sweet Field,Eugene,OR,44.12459945678711,-123.21199798583984,SJC,Norman Y. Mineta San Jose International Airport,San Jose,CA,37.36259841918945,-121.92900085449219,0.654074702886,0.679867006225,471.0,3076.66666667,2523.0
27.0,4472.0,3253.0,0.727415026834,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,AZA,Phoenix-Mesa-Gateway Airport,Mesa,AZ,33.30780029,-111.6549988,0.742083719493,0.726860969519,516.0,610.5,501.0
1.0,13.0,5.0,0.384615384615,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,0.384615384615,0.384615384615,193.0,43.0,33.0
1.0,50.0,50.0,1.0,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,GJT,Grand Junction Regional Airport,Grand Junction,CO,39.1223983765,-108.527000427,1.0,1.0,632.0,165.0,146.0
103.0,16985.0,14451.0,0.850809537827,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,LAS,McCarran International Airport,Las Vegas,NV,36.08010101,-115.1520004,0.861969617601,0.832045700171,259.0,876.75,636.0
464.0,31974.0,23607.0,0.73831863389,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,0.702916318116,0.685384866778,209.0,2785.41666667,1646.0
1.0,50.0,48.0,0.96,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,MTJ,Montrose Regional Airport,Montrose CO,CO,38.509799957300004,-107.893997192,0.96,0.96,659.0,145.0,121.0
183.0,13244.0,8958.0,0.676381757777,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,PDX,Portland International Airport,Portland,OR,45.58869934,-122.5979996,0.804655612245,0.74269612802,626.0,2600.0,2136.625
437.0,31200.0,24459.0,0.783942307692,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43429946899414,-112.01200103759766,0.862424242424,0.844636243741,493.0,4820.77777778,3865.0
1.0,70.0,41.0,0.585714285714,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,PSP,Palm Springs International Airport,Palm Springs,CA,33.8297004699707,-116.50700378417969,0.585714285714,0.585714285714,272.0,96.0,77.0
2.0,329.0,218.0,0.662613981763,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,RNO,Reno Tahoe International Airport,Reno,NV,39.49909973144531,-119.76799774169922,0.664562383613,0.664562383613,188.0,52.5,32.5
267.0,19078.0,13417.0,0.703270783101,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,SAN,San Diego International Airport,San Diego,CA,32.7336006165,-117.190002441,0.716415343915,0.746628240783,314.0,2398.625,1838.875
1.0,76.0,57.0,0.75,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,SBA,Santa Barbara Municipal Airport,Santa Barbara,CA,34.42620087,-119.8399963,0.75,0.75,162.0,56.0,38.0
273.0,18956.0,15135.0,0.798427938384,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,SEA,Seattle Tacoma International Airport,Seattle,WA,47.44900131225586,-122.30899810791016,0.812481203008,0.833180571782,748.0,5843.5,4802.5
369.0,20266.0,17230.0,0.850192440541,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,SFO,San Francisco International Airport,San Francisco,CA,37.61899948120117,-122.375,0.868571428571,0.860164363315,158.0,3003.85714286,1674.14285714
263.0,15535.0,13942.0,0.897457354361,FAT,Fresno Yosemite International Airport,Fresno,CA,36.77619934082031,-119.71800231933594,SLC,Salt Lake City International Airport,Salt Lake City,UT,40.78839874267578,-111.97799682617188,0.909210526316,0.905515319533,501.0,3594.14285714,2760.85714286
1.0,8.0,2.0,0.25,FLG,Flagstaff Pulliam Airport,Flagstaff,AZ,35.13850021,-111.6709976,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,0.25,0.25,386.0,65.0,59.0
182.0,26714.0,22110.0,0.827655910758,GEG,Spokane International Airport,Spokane,WA,47.61989974975586,-117.53399658203125,OAK,Metropolitan Oakland International Airport,Oakland,CA,37.72129821777344,-122.22100067138672,0.839160839161,0.827912575889,723.0,3110.42857143,2700.57142857
1.0,14.0,2.0,0.142857142857,GJT,Grand Junction Regional Airport,Grand Junction,CO,39.1223983765,-108.527000427,BUR,Bob Hope Airport,Burbank,CA,34.20069885253906,-118.35900115966797,0.142857142857,0.142857142857,642.0,107.0,98.0
7.0,1162.0,1065.0,0.9165232358,GJT,Grand Junction Regional Airport,Grand Junction,CO,39.1223983765,-108.527000427,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,0.9165232358,0.9165232358,655.0,864.0,678.0
6.0,996.0,792.0,0.795180722892,IDA,Idaho Falls Regional Airport,Idaho Falls,ID,43.51459884643555,-112.07099914550781,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,0.795180722892,0.795180722892,743.0,768.0,666.0
9.0,1404.0,1189.0,0.846866096866,IDA,Idaho Falls Regional Airport,Idaho Falls,ID,43.51459884643555,-112.07099914550781,OAK,Metropolitan Oakland International Airport,Oakland,CA,37.72129821777344,-122.22100067138672,0.846866096866,0.846866096866,666.0,1026.0,948.0
1.0,166.0,149.0,0.897590361446,IDA,Idaho Falls Regional Airport,Idaho Falls,ID,43.51459884643555,-112.07099914550781,SJC,Norman Y. Mineta San Jose International Airport,San Jose,CA,37.36259841918945,-121.92900085449219,0.897590361446,0.897590361446,670.0,114.0,108.0
130.0,1170.0,556.0,0.475213675214,IPL,Imperial County Airport,Imperial,CA,32.834201812699995,-115.57900238,LAX,Los Angeles International Airport,Los Angeles,CA,33.94250107,-118.4079971,0.409620272372,0.409620272372,180.0,5720.0,5525.0
